Kingdom	Phylum	Class	Order	Family	Genus	Case MRA	Control MRA	MRAR	KW TSS	KW CLR	KW rCLR	t-test TSS	t-test CLR	t-test rCLR	GLM TSS	GLM CLR	GLM rCLR	ANCOM	ANCOM-BC	ALDEx2 t-test	ALDEx2 Wilcoxon	baySeq	DESeq2	edgeR RLE	edgeR TMM	fitFeatureModel	fitZIG	GLM NBZI	limma-voom	SAMseq	LEfSe	N methods detected by
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	0.00460399689646811	0.00235698634042661	1.95334050838614	0.00851422324032013	0.0800391079030815	0.00260101308615198	0.00913729573969055	0.0185289350425069	0.161187083763188	0.0122352400187658	0.0241390887837655	0.17040877111021	1	0.025056424143653	0.102038683774531	0.0518433027939487	0.0561847185905418	0.42076940582231	0.00388785330037322	0.199885384988305	0.0536082761277144	0.000466086519158016	0.166779931856679	0.00816693819008059	0	0.0085142232403025	12
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	0.0124854821802066	0.0137368492994349	0.908904357036245	0.647158842772368	0.530915116725862	0.909987945265406	0.306291460993514	0.50920388844779	0.915905015139768	0.307761818741847	0.506587357407245	0.920582671578367	1	0.422585084161413	0.519129143833654	0.563968029666724	0.638897724814965	0.71387289276514	0.388914560899919	0.832689682910528	0.784639047688952	0.653081124577027	0.866322813045116	0.648023743929657	0.25564	1	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	0.0369431781304131	0.0582674806936555	0.634027380120377	0.00180061977226684	0.000512959563292169	0.000194923888794337	0.0010578702869247	0.0025052624946643	0.00152248022811711	0.00154682580965542	0.003865405096935	0.00210125074921584	0	0.00173707734929892	0.0140742074934106	0.00042492895059739	0.551380047499305	0.0773382432820059	0.0415522128018036	0.111129629775584	0.00176776754092706	0.000120849887543981	0.0183646090708017	0.0185668602542871	0	0.00180061977226833	20
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0.000648358530391103	0.000470510986471789	1.3779880789882	0.0321427216703268	0.361441329356742	0.0329018363123676	0.00979448515477357	0.0322450537541669	0.746894643392444	0.0171299624782053	0.0494074662857078	0.737747509140614	1	0.0604567926680042	0.310829876376865	0.242450585192606	0.162914469940098	0.0179016360114567	0.0385973098557709	0.693212682547535	0.0174910564924476	6.71989941722615e-07	0.990405758004361	0.0323056255765217	0.01549	0.032142721670325	13
Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0.000161928466059678	0.000204964450639905	0.790031957025388	0.798860809742592	0.403782200841089	0.572817041548407	0.854617557047165	0.641929076030962	0.533978940458175	0.852150523158077	0.64652983366719	0.526121015050426	1	0.482346344184264	0.705774986482841	0.72242445996454	0.00340982149839624	1	0.0565501237664154	0.398899447088529	0.784639047688952	0.113094791608646	0.309964312854367	0.868608857386849	1	1	1
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.0106741312755817	0.0138750401431137	0.769304532850624	0.629167837230145	0.158393729132844	0.000558727848401417	0.983730115247546	0.50920388844779	0.854280455553046	0.984203178850304	0.506587357407245	0.847429767459037	1	0.422585084161413	0.61339188933261	0.549426411831978	0.647289581327873	0.896400152525178	0.0483817950454851	0.580641724708	0.941017484916052	1.84875396427242e-09	0.863069206658175	0.433629998541163	0.3574	1	3
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	0.055872043764896	0.0222557624245432	2.51045291997193	0.00731109180728468	0.0286243215126413	0.00193079624085006	0.00648596990167514	0.0172198013307544	0.00484863314001222	0.00987485944911929	0.0206868103433481	0.00698879852657576	1	0.0212089247481552	0.0743733238576072	0.0269032101047245	0.183548600868827	0.00907769438008056	0.000238688891021106	0.0158812647395037	0.0224776794330202	0.000836186622677473	0.000941373894435672	0.0185668602542871	0	0.00731109180728033	20
Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA	0.00126243656559211	0.000770475073122781	1.63851707813905	0.798860809742592	0.530915116725862	0.00111411435669787	0.795530395102856	0.881330761594304	0.419137288726683	0.803572482817853	0.883967297482118	0.448337723365206	1	0.763049753211257	0.752529917986347	0.745988181570262	0.448894158095079	0.813954559104531	0.0952868309052019	0.545667383751941	0.941017484916052	0.588277544544862	0.415882719454637	0.505280240264676	1	1	1
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	0.0039669005353309	0.00497620043191726	0.79717458924831	0.464048384530773	0.369024815350009	0.000166261267458711	0.339730088899048	0.312769485400787	0.699262040469174	0.317524357376175	0.309325424809367	0.683979519670866	1	0.2594311783644	0.484652253316867	0.490744417947282	0.636011436629293	0.573237422127663	0.637491457400284	0.846028525974286	0.387138273097026	0.0683718950911009	0.834418788330854	0.305749432066373	0.30165	1	1
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.0233549333321455	0.01671977261855	1.39684515244149	0.852809673264181	0.403782200841089	0.0357209197118979	0.983730115247546	0.783677635287537	0.625297492836214	0.984203178850304	0.78501651513859	0.623369103181329	1	0.74324092531033	0.759994500518909	0.69992037542893	0.657911326918076	0.765437266050932	0.700987257467432	0.767864001099487	0.941017484916052	0.214891595240321	0.450827674680855	0.852436338172872	1	1	1
