Kingdom	Phylum	Class	Order	Family	Genus	Case MRA	Control MRA	MRAR	KW TSS	KW CLR	KW rCLR	t-test TSS	t-test CLR	t-test rCLR	GLM TSS	GLM CLR	GLM rCLR	ANCOM	ANCOM-BC	ALDEx2 t-test	ALDEx2 Wilcoxon	baySeq	DESeq2	edgeR RLE	edgeR TMM	fitFeatureModel	fitZIG	GLM NBZI	limma-voom	SAMseq	LEfSe	N methods detected by
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	0.000163797128344966	6.6218639750029e-05	2.4735803840624	0.83028886128685	0.120250140980401	0.0575731009068591	0.902875833779609	0.900079634478558	0.212170759290489	0.907605447807183	0.912861016973839	0.241437230438827	1	0.940148447776938	0.844520917683749	0.833630353789621	4.75550432391252e-08	1	0.0163250229329236	0.108638493096618	0.946185920706523	0.00404133215822021	0.492490878184125	0.669792776081929	1	1	3
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	2.64810346140224e-06	0	Inf	0.611467430107755	0.0430583435912642	0.200650017497409	0.505212563927234	0.484914092810818	0.327060193383796	0.616729879083218	0.529980839097444	0.417052293359946	1	0.997282560574023	0.82018836120993	0.817918601552337	2.01491549208694e-08	1	0.922220968177055	0.25647767648917	0.684851133893554	0.0597397021521424	0.999998206634574	0.92236122293992	1	1	2
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	0.00450651983218528	0.00231236906705416	1.94887567750003	0.0311358807633471	0.0455367655186892	0.0417652327226653	0.0672139491538481	0.041910155137219	0.0895468890613855	0.0700128511002922	0.0458768197582474	0.110956495186855	0	0.0259315560679462	0.2002037095177	0.121773090369952	0.00600535409325847	0.508707660830579	0.00615419575351291	0.0639966849020114	0.153859815933851	0.00025920831087093	0.295841963362727	0.00474227726421005	0	0.0311358807633147	13
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	0.0120579287546865	0.0133492749532244	0.903264693920625	0.717849082651648	0.423042264402515	0.975435959682715	0.447905173219979	0.68636843498518	0.829345656008947	0.507387032662566	0.703767112288717	0.851671415583167	1	0.887058770230181	0.818329290038316	0.858862255832442	0.226757478121096	0.717142196197397	0.928272402431174	0.727143676372767	0.879094503086254	0.88110331777836	0.999998206634574	0.842924219539289	0.29186	1	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	NA	1.61871624470781e-06	1.25060654417392e-06	1.2943449338633	0.87574362139879	0.0430583435912642	0.488812532835722	0.988242791998116	0.262872984100282	0.68893895159092	0.989554192111037	0.271545023889717	0.668957527021285	1	0.887058770230181	0.796874599458065	0.793684073033617	0.0507125029696267	1	1	1	0.929685608813735	0.0169251187057777	0.943993024381146	0.977886713363106	0.3118	1	2
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	0.0353276166642594	0.0563662171264315	0.626751598125138	0.00588727939844066	0.00999945752721809	0.00130031312155726	0.00146202596336775	0.0244198034369466	0.00491555482854488	0.00159330735878219	0.0285462125524173	0.00958450247712949	0	0.0253913173245613	0.0869208131358767	0.0138522049407958	0.159846023700354	0.085872272255597	0.118159394952668	0.0497536907005165	0.00684400528015809	0.000141506357662677	0.0299904824531389	0.0216232426759016	0	0.00588727939844236	19
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	5.43380008217497e-05	4.55469406770618e-06	11.9301099072753	0.547516407185419	0.076119136228739	0.0334111930934298	0.505212563927234	0.815765355068185	0.204338190900031	0.560938136818424	0.847000414552126	0.278737455541249	1	0.713780090947338	0.824837596041868	0.818813263045214	0	1	0.00133772802374689	0.0611575598005736	0.630868831994734	5.91800107312797e-15	0.430791727270648	0.801356379283431	1	1	4
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	9.20955728438606e-05	0.000124573811834144	0.73928517950848	0.481023688642431	0.0318864148010592	0.0573707736427897	0.616289988567796	0.357858636053481	0.101466017554897	0.620560392365146	0.353865589482771	0.0713480001256529	1	0.703112523503983	0.753433504193629	0.73644648024993	7.39886533657593e-08	1	0.968761720736869	0.633518821335788	0.984001941233845	3.9625553658789e-10	0.464833663882763	0.683489932279436	0.30949	1	3
Eukaryota	NA	NA	NA	NA	NA	0	2.18640592530057e-06	0	0.416579240243691	0.0430583435912642	0.306809065765082	0.505212563927234	0.137893079325304	0.521492885798478	0.487223409179205	0.103492175356169	0.450036545160458	1	0.703112523503983	0.792457993152799	0.780345398556462	0.0072525362172038	1	0.928272402431174	0.133549386134184	0.515695437788987	0.0550179487612379	0.999998206634574	0.898047898082169	0.30949	1	2
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	4.48028828892413e-05	1.54410117455943e-05	2.90155098820028	0.895383603002874	0.0430583435912642	0.499529198875507	0.82748568245708	0.859941179874785	0.319895625114041	0.846004363623505	0.886996937024504	0.318554631458096	1	0.982577215148946	0.810930648790753	0.804365293318307	5.21944180997296e-11	1	0.113769211648015	0.339662583055184	0.684851133893554	1.55376285407123e-20	0.048114393058654	0.850055320417232	0.30949	1	4
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	3.65012793698419e-06	0	Inf	0.611467430107755	0.0430583435912642	0.00127143337726751	0.505212563927234	0.484914092810818	0.0994083775526127	0.616729879083218	0.529980839097444	0.18756347718481	1	0.997282560574023	0.802726854686993	0.795304238317897	1.06901376434914e-08	1	0.922220968177055	0.0844642482049888	0.684851133893554	0.0585600226563347	0.999998206634574	0.902608940471428	0.3118	1	3
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	NA	8.20300804304939e-07	0	Inf	0.611467430107755	0.0430583435912642	0.940621098963848	0.505212563927234	0.357858636053481	0.751612121971118	0.616729879083218	0.376564402133947	0.817745625943947	1	0.982577215148946	0.814335513278762	0.803372550073839	0.0307831530114759	1	0.968761720736869	0.827728857536391	0.706713921880791	5.53487597170239e-13	0.999998206634574	0.952899798359862	1	1	3
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0.000612753397273237	0.000448547398264682	1.36608394039031	0.10020305562023	0.389366513885939	0.119946015523901	0.0361286210645054	0.0593337219572802	0.117474801977828	0.0631140498344094	0.0861434574458498	0.153008686484098	1	0.0315751645624392	0.438498584779808	0.395539692323485	0.0996655584885186	0.0289122059220808	0.0403712809431434	0.21961721108972	0.0460582560499142	4.37439220828945e-07	0.999998206634574	0.588187005777405	0.09228	1	6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides	4.94653431150427e-05	0	Inf	0.147248291738498	0.177827682783781	0.079224225243351	0.0583038406606898	0.261214857249404	0.028853596155787	0.174402661168794	0.376564402133947	0.0713480001256529	1	0.125752926335672	0.78413043447079	0.792279937381667	0	1	0.00066443649562568	2.183592575449e-05	0.20433471852588	3.62991316993163e-28	0.999998206634574	0.158286744670619	0.37296	1	5
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	0	5.43773790103317e-06	0	0.547516407185419	0.0430583435912642	0.932870584320206	0.505212563927234	0.218925920190621	0.521492885798478	0.560938136818424	0.123888394986827	0.437716566955182	1	0.705283410708334	0.796963805096289	0.791469056016327	0	1	0.698770837667893	0.0126384200779464	0.629786539528392	0.153998310786032	0.999998206634574	0.912823622517516	0.30949	1	3
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	1.96083333455885e-05	0	Inf	0.611467430107755	0.0430583435912642	0.310634336829566	0.505212563927234	0.715989275116871	0.814626982345288	0.616729879083218	0.771447807012058	0.851671415583167	1	0.982577215148946	0.809332848950803	0.805325449896585	0	1	0.263414207250398	0.00102724622266437	0.684851133893554	0.0472294989653875	1	0.856416633204933	1	1	4
